repriskID,company_name,headquarters_country,headquarters_country_isocode,sectors,url,isins,primary_isin,no_reported_risk_exposure,cName
1042300,Stylecraft Ltd,Bangladesh,BD,Personal and Household Goods,http://www.stylecraftltd.com/,BD0408STYLE1,BD0408STYLE1,0,stylecraft ltd
1042305,Intramax Apparels Ltd,Bangladesh,BD,Personal and Household Goods,http://www.intramexgroup.com/index.php/intramex-apparels-limited/,,,0,intramax apparels ltd
1042315,Shyamoli Garments Ltd,Bangladesh,BD,Unspecified,,,,0,shyamoli garments ltd
1042320,Intermax Garments Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,intermax garments ltd
1042330,Shyanoli Garment Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,shyanoli garment ltd
1042385,Chittagong Fashion Ltd; The,Bangladesh,BD,Personal and Household Goods,,,,0,chittagong fashion ltd the
1042390,Shams Rizia Apparels,Bangladesh,BD,Personal and Household Goods,,,,0,shams rizia apparels
1042395,Padma Wears Ltd,Bangladesh,BD,Personal and Household Goods,https://padmawears.com,,,0,padma wears ltd
1042405,Ittadi Jeans Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,ittadi jeans ltd
1042410,Shah Denim,Bangladesh,BD,Personal and Household Goods,,,,0,shah denim
1042440,Horizon Outdoor Cambodia Co Ltd,Cambodia,KH,Personal and Household Goods,http://www.horizon-outdoor.com/,,,0,horizon outdoor cambodia
1042805,Karatia; PT,Indonesia,ID,Food and Beverage,,,,0,karatia pt
1042855,Sawitmas Agro Perkasa; PT (Sawit Mas Group),Indonesia,ID,Food and Beverage,,,,0,sawitmas agro perkasa pt
1042890,Tanito Harum; PT,Indonesia,ID,Mining,,,,0,tanito harum pt
1042900,Binni Garments Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,binni garments ltd
1042945,Amartha Mikro Fintek; PT,Indonesia,ID,Financial Services,https://amartha.com,,,0,amartha mikro fintek pt
1042960,Skill Academy,Indonesia,ID,Support Services (Industrial Goods and Services),https://skillacademy.com/,,,0,skill academy
1043020,A-One BD Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,a-one bd ltd
1043095,Harmoni Panca Utama; PT,Indonesia,ID,Construction and Materials | Mining,https://hpu-mining.com,,,0,harmoni panca utama pt
1043110,Glorious Dress Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,glorious dress ltd
1043115,SK Knitwear Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,sk knitwear ltd
1043120,Penta Food Ltd,Bangladesh,BD,Unspecified,,,,0,penta food ltd
104358,Agro Maju Raya; PT (Amara),Indonesia,ID,Food and Beverage,,,,0,agro maju raya pt
104366,Kingsland Garment (Cambodia) Ltd,Cambodia,KH,Personal and Household Goods,,,,0,kingsland garment ltd
1044,Mekarsari Alam Lestari; PT,Indonesia,ID,Food and Beverage | Forestry,,,,0,mekarsari alam lestari pt
104419,Unilever Vietnam International Co Ltd,Vietnam,VN,Personal and Household Goods,http://www.unilever.com.vn,,,0,unilever vietnam international
104565,Smart Export Garments,Bangladesh,BD,Personal and Household Goods,,,,0,smart export garments
104573,Gladpeer Garments Factory (Cambodia) Ltd,Cambodia,KH,Personal and Household Goods,,,,0,gladpeer garments factory ltd
104688,Bintang Asahi Textile Industri (BATI); PT,Indonesia,ID,Personal and Household Goods,https://www.bintangasahi.com/,,,0,bintang asahi textile industri  pt
10470,PAN Group JSC; The (formerly Pan Pacific Corp),Vietnam,VN,Retail,http://www.thepangroup.vn/,VN000000PAN5,VN000000PAN5,1,pan group jsc the (formerly pan pacific corp)
1047248,PT Indovision Asia,Indonesia,ID,Telecommunications,,,,1,indovision asia pt
104888,Indoguna Utama; PT,Indonesia,ID,Food and Beverage,http://ptindoguna.com/,,,0,indoguna utama pt
104908,Gotong Royong Djaya Medan; PT,Indonesia,ID,Personal and Household Goods,,,,0,gotong royong djaya medan pt
104909,Huma Indah Mekar; PT,Indonesia,ID,Forestry,,,,0,huma indah mekar pt
1049108,Ayopop Teknologi Indonesia; PT (Ayoconnect),Indonesia,ID,Software and Computer Services | Financial Services,https://www.ayoconnect.com/,,,1,ayopop teknologi indonesia pt
1049203,Mobile Solution Services Joint Stock Company,Vietnam,VN,Telecommunications,,,,1,mobile solution services jsc
104939,Viettel Corp,Vietnam,VN,Telecommunications,http://www.viettelecom.vn,VN000000VTK9,VN000000VTK9,0,viettel corp
104940,VNPT Vinaphone Corp,Vietnam,VN,Electronic and Electrical Equipment | Telecommunications,http://www.vinaphone.com.vn,,,1,vnpt vinaphone corp
1049570,Sardar Garments,Bangladesh,BD,Personal and Household Goods,,,,0,sardar garments
1049575,MHC Apparels Ltd,Bangladesh,BD,Personal and Household Goods,https://www.mhcplbd.com/,,,0,mhc apparels ltd
1049580,Sawftex Ltd,Bangladesh,BD,Personal and Household Goods,http://sawftexltd.com/,,,0,sawftex ltd
1049585,KDM Global Apparels Ltd,Bangladesh,BD,Personal and Household Goods,https://kdmapparels.com/,,,0,kdm global apparels ltd
1049590,Fakir Apparels Ltd,Bangladesh,BD,Personal and Household Goods,https://fakirapparels.com/,,,0,fakir apparels ltd
1049675,World One Denim and Washing Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,world one denim and washing ltd
1049680,Penta Forth Apparels Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,penta forth apparels ltd
1049685,Frank Garments (Pvt) Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,frank garments ltd
1049813,ADN Telecom Limited,Bangladesh,BD,Telecommunications,www.adnsl.net,BD0651ADNTL9,BD0651ADNTL9,1,adn telecom ltd
1051173,Zeemi.Tv,Indonesia,ID,Telecommunications,www.zeemi.tv,,,1,zeemi.tv
105135,Sawit Tiara Nusa; PT,Indonesia,ID,Food and Beverage,,,,0,sawit tiara nusa pt
105136,Jaya Anugerah Delima Mas; PT,Indonesia,ID,Forestry,,,,0,jaya anugerah delima mas pt
105166,Mahbub Apparels,Bangladesh,BD,Personal and Household Goods,,,,0,mahbub apparels
1052243,Excelcom,Indonesia,ID,Telecommunications,www.excelcom.com.ar,,,1,excelcom
105252,Sinar Sawit Andalan (SSA); PT,Indonesia,ID,Food and Beverage,,,,0,sinar sawit andalan  pt
105253,Agro Harapan Lestari; PT,Indonesia,ID,Food and Beverage,,,,1,agro harapan lestari pt
105287,Destiny Multipurpose Co-operative Society Ltd (DMCSL),Bangladesh,BD,Financial Services,,,,0,destiny multipurpose co-operative society ltd
105288,Unipay2u Bangladesh Ltd,Bangladesh,BD,Financial Services,,,,0,unipay2u bangladesh ltd
1053013,Cong TY CO Phan Appota,Vietnam,VN,Telecommunications,,,,1,cong ty co phan appota
105520,Shun Shing Edible Oil Ltd (formerly Seven Circle Bitumen and Edible Oil Ltd),Bangladesh,BD,Food and Beverage,,,,1,shun shing edible oil ltd (formerly seven circle bitumen and edible oil ltd)
1056143,Narasi TV,Indonesia,ID,Telecommunications,,,,1,narasi tv
105637,Menara AlfaSemesta; PT (PT MAS),Indonesia,ID,Forestry,http://www.pt-mas.com,,,0,menara alfasemesta pt
1057533,"MBDC Media, PT",Indonesia,ID,Telecommunications,brandstudio.mbdcmedia.com/contact.html#footer,,,1,"mbdc media, pt"
1058658,Target Media Nusantara; PT,Indonesia,ID,Media | Telecommunications,https://www.focusmedia.cn,,,1,target media nusantara pt
105975,Java Pacific; PT,Indonesia,ID,Construction and Materials,http://www.javapacific.co.id/,,,1,java pacific pt
1060403,"Katadata Indonesia, PT",Indonesia,ID,Telecommunications,www.katadata.co.id,,,1,"katadata indonesia, pt"
106048,E-Garment Co Ltd,Cambodia,KH,Personal and Household Goods,,,,0,e-garment
106060,CamLand Co Ltd,Cambodia,KH,Food and Beverage,,,,0,camland
106061,Heng Heap Investment,Cambodia,KH,Alternative Energy,,,,0,heng heap investment
106062,Leang Hour Hong Agro-Industry,Cambodia,KH,Food and Beverage,,,,0,leang hour hong agro-industry
106064,Mean Rithy Co Ltd,Cambodia,KH,Food and Beverage,,,,0,mean rithy
106065,Mong Reththy Investment Cambodia Oil Palm Co Ltd,Cambodia,KH,Food and Beverage,https://www.mricop.com.kh/,,,0,mong reththy investment cambodia oil palm
106067,NTC Jacam Energy,Cambodia,KH,Alternative Energy,,,,0,ntc jacam energy
106090,VANNMA Import-Export Co Ltd,Cambodia,KH,Food and Beverage,,,,0,vannma import-export
106096,CJ Cambodia Co Ltd,Cambodia,KH,Food and Beverage,,,,0,cj cambodia
106097,Crystal Agro Co Ltd,Cambodia,KH,Food and Beverage,,,,0,crystal agro
106099,30/4 Gialani Co Ltd,Cambodia,KH,Food and Beverage,,,,0,304 gialani
106100,(Cambodia) Tong Min Group Engineering Co Ltd,Cambodia,KH,Support Services (Industrial Goods and Services),,,,0, tong min group engineering
1061223,VMG Media JSC,Vietnam,VN,Telecommunications,https://vmgmedia.vn/,VN000000ABC8,VN000000ABC8,1,vmg media jsc
1061823,Reef FOR Software Development,Jordan,JO,Telecommunications,,,,1,reef for software development
106191,Masohi Agro Semesta; PT,Indonesia,ID,Alternative Energy,,,,0,masohi agro semesta pt
106192,Molindo Raya Industrial; PT,Indonesia,ID,Alternative Energy,http://www.molindo.co.id,,,0,molindo raya industrial pt
106193,Nasional Sago Prima; PT,Indonesia,ID,Food and Beverage,,,,0,nasional sago prima pt
1062453,Pops Worldwide,Vietnam,VN,Telecommunications,www.popsww.com,,,1,pops worldwide
106257,Cambodia Iron and Steel Mining Industry Group Ltd (CISMIG),Cambodia,KH,Mining,,,,0,cambodia iron and steel mining industry group ltd
106261,Biodiesel Austindo; PT,Indonesia,ID,Alternative Energy,,,,0,biodiesel austindo pt
106271,Century Miracle Apparel Manufacturing Co Ltd,Jordan,JO,Personal and Household Goods,,,,0,century miracle apparel manufacturing
1062958,Visinema,Indonesia,ID,Telecommunications,,,,1,visinema
1063508,Rubicon Group/Jordan,Jordan,JO,Telecommunications,,,,1,rubicon groupjordan
106495,VNT Investment and Trading Joint Stock Company,Vietnam,VN,Construction and Materials | General Industrials,http://vnt-invest.com.vn/,,,1,vnt investment and trading jsc
106580,GreenEnergy Biomass JSC,Vietnam,VN,Alternative Energy,http://www.greenenergybiomass.com,,,0,greenenergy biomass jsc
10662,Gudang Garam Tbk; PT,Indonesia,ID,Tobacco,https://www.gudanggaramtbk.com/tentang-kami/,US40157Q1094 | ID1000068604,ID1000068604,0,gudang garam tbk pt
106663,Janata Bank Ltd,Bangladesh,BD,Banks,http://www.janatabank-bd.com,,,0,janata bank ltd
106744,Jamuna Bank Ltd,Bangladesh,BD,Banks,http://www.jamunabankbd.com,BD0134JMBNK8,BD0134JMBNK8,0,jamuna bank ltd
106745,Shahjalal Islami Bank Ltd,Bangladesh,BD,Banks,https://sjiblbd.com/,BD0139SJIB00,BD0139SJIB00,0,shahjalal islami bank ltd
106746,Southeast Bank Ltd,Bangladesh,BD,Banks,https://www.southeastbank.com.bd/,BD7001SEBSB8 | BD0117SEBNK1,BD0117SEBNK1,0,southeast bank ltd
106757,Kao Su Ea Lev Bm Yoy Stock,Vietnam,VN,Forestry,,,,0,kao su ea lev bm yoy stock
106759,Prime Bank Ltd,Bangladesh,BD,Banks,https://www.primebank.com.bd/,BD0116PMBNK2,BD0116PMBNK2,0,prime bank ltd
106760,Premier Bank Ltd; The,Bangladesh,BD,Banks,http://www.premierbankltd.com,BD2008PRBPB2 | BD0140PRMRB8,BD0140PRMRB8,0,premier bank ltd the
106761,Bismillah Towels Group Holdings Ltd (BTG),Bangladesh,BD,Personal and Household Goods,http://www.bismillahtowels.com/,,,0,bismillah towels group holdings ltd
106810,SL Garment Processing Cambodia Ltd,Cambodia,KH,Personal and Household Goods,,,,0,sl garment processing cambodia ltd
106877,Asia Tani Persada; PT (ATP),Indonesia,ID,Forestry,,,,0,asia tani persada pt
106878,Daya Tani Kalbar; PT (DTK),Indonesia,ID,Forestry,,,,0,daya tani kalbar pt
1068858,Galaxy Studio JSC,Vietnam,VN,Media,https://www.galaxycine.vn/,,,1,galaxy studio jsc
1068865,Jayamas Medica Industri; PT,Indonesia,ID,Health Care Equipment and Services,http://www.onemedhealthcare.com/,ID1000176209,ID1000176209,0,jayamas medica industri pt
1068950,Infinia Spinning Mills Ltd,Bangladesh,BD,Personal and Household Goods,http://infiniagroupbd.com/spinning-mills,,,1,infinia spinning mills ltd
1069275,Shakib Al Hasan Agro Farm Ltd,Bangladesh,BD,Food and Beverage,https://www.shakib-al-hasan-agro-farm-ltd.business.site/,,,0,shakib al hasan agro farm ltd
1069280,Skintex Garments,Bangladesh,BD,Personal and Household Goods,,,,0,skintex garments
1069285,Align Apparels Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,align apparels ltd
1069405,Beka Garments & Textile Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,beka garments and textile ltd
1069415,Antim Knitting Dyeing & Finishing Ltd,Bangladesh,BD,Personal and Household Goods,https://www.antimgroupbd.com/,,,0,antim knitting dyeing and finishing ltd
1069425,Consist Apparels Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,consist apparels ltd
1069440,MH Fashion,Bangladesh,BD,Personal and Household Goods,,,,0,mh fashion
1069445,Esko Woven Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,esko woven ltd
106977,Sun Jordan Textile Co Ltd,Jordan,JO,Personal and Household Goods,http://www.sahinlerholding.com/firmalarimiz-en-GB/yurtdisi-en-GB/the-sun-jordan-textile-co-ltd-en-GB/,,,0,sun jordan textile
106978,Classic Jeans Apparel Manufacturing Ltd (CJAML),Jordan,JO,Personal and Household Goods,http://www.classicfashionapparel.com/cjaml/,,,0,classic jeans apparel manufacturing ltd
106979,Rich Pine International Group for Clothing Tools,Jordan,JO,Personal and Household Goods,,,,0,rich pine international group for clothing tools
106981,Hi-Tech Textile LLC,Jordan,JO,Personal and Household Goods,http://hitech-textile.com/,,,0,hi-tech textile llc
106982,Jerash Garments & Fashions Manfacturing Co.,Jordan,JO,Personal and Household Goods,,,,0,jerash garments and fashions manfacturing co
106983,Ivory Garment Factory LLC,Jordan,JO,Personal and Household Goods,,,,0,ivory garment factory llc
107004,Rainbow Textiles LLC,Jordan,JO,Personal and Household Goods,https://www.rainbowjordan.com/,,,0,rainbow textiles llc
107098,Utah Spinning Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,1,utah spinning mills ltd
1070993,LE and Associates Company Limited,Vietnam,VN,Support Services (Industrial Goods and Services),,,,1,le and associates
107100,Phong Phu Yarn Thread Co Ltd,Vietnam,VN,Personal and Household Goods,,,,1,phong phu yarn thread
107101,Phu Tho Textile Co Ltd,Vietnam,VN,Personal and Household Goods,http://www.phuthotextile.com.vn/vi/,,,1,phu tho textile
1071408,Faylasof LLC,Jordan,JO,Telecommunications,,,,1,faylasof llc
107280,Binh Phuoc Kratie Rubber 1,Vietnam,VN,Chemicals,,,,0,binh phuoc kratie rubber 1
107294,Bay Tanneries Ltd,Bangladesh,BD,Personal and Household Goods,https://www.baytanneries.com/,,,0,bay tanneries ltd
107295,Bengal Leather Complex Ltd,Bangladesh,BD,Personal and Household Goods,https://www.blc.com./,,,0,bengal leather complex ltd
107362,"Lilama Electricity, Mechanics and Environment Company (Lilama EME)",Vietnam,VN,Electronic and Electrical Equipment,,,,0,"lilama electricity, mechanics and environment company"
107515,Sadhana Afir Nusa (SAN),Indonesia,ID,Tobacco,,,,0,sadhana afir nusa
1075638,"Valuklik, PT",Indonesia,ID,Support Services (Industrial Goods and Services),valuklik.com,,,1,"valuklik, pt"
107630,Daun Penh Agrico Co Ltd,Cambodia,KH,Food and Beverage,http://www.dpcgroup.com.kh/index.php/the-go-the-group-s-business/agriculture,,,0,daun penh agrico
107631,Hoang Anh Andong Meas Co Ltd,Cambodia,KH,Unspecified,,,,0,hoang anh andong meas
107632,Hoang Anh Lumphat Co Ltd,Cambodia,KH,Food and Beverage | Forestry,,,,0,hoang anh lumphat
107658,Daun Penh (Cambodia) Group Co Ltd,Cambodia,KH,Financial Services,https://dpc-group.com/,,,0,daun penh group
107779,Southern Group,Bangladesh,BD,Personal and Household Goods,,,,0,southern group
1077803,"Kurio, PT",Indonesia,ID,Telecommunications,www.kurio.co.id,,,1,"kurio, pt"
107810,Gistex Group; PT,Indonesia,ID,Personal and Household Goods,http://www.gistexgroup.com/,,,0,gistex group pt
1079263,"Lintas Promosi Global, PT",Indonesia,ID,Support Services (Industrial Goods and Services),,,,1,"lintas promosi global, pt"
107974,Global Economic Development Co Ltd,Vietnam,VN,Industrial Metals,,,,1,global economic development
107976,New Wave Bottoms Ltd,Bangladesh,BD,Personal and Household Goods,http://newwavebd.com/new_bottoms.html,,,0,new wave bottoms ltd
108006,New Wave Style Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,new wave style ltd
108007,Ether Tex Ltd,Bangladesh,BD,Personal and Household Goods,http://ethertex.net,,,0,ether tex ltd
1080293,"Paragon Pratama Teknologi, PT",Indonesia,ID,Support Services (Industrial Goods and Services),,,,1,"paragon pratama teknologi, pt"
108069,Phantom Apparel Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,phantom apparel ltd
108082,Phantom Tac Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,phantom tac ltd
108088,Horus Industrial Corp,Cambodia,KH,Personal and Household Goods,,,,0,horus industrial corp
108143,Wuzhishan LS Group Co Ltd,Cambodia,KH,Forestry,,,,0,wuzhishan ls group
1081438,Bakrie Communications; PT,Indonesia,ID,Support Services (Industrial Goods and Services),,,,1,bakrie communications pt
1081678,"Populix Informasi Teknologi, PT",Indonesia,ID,Software and Computer Services,https://info.populix.co/,,,1,"populix informasi teknologi, pt"
108175,Company 72,Vietnam,VN,Forestry,,,,0,company 72
108180,Uniseraya; PT,Indonesia,ID,Forestry,,,,0,uniseraya pt
108182,Alam Jaya; CV,Indonesia,ID,Forestry,,,,0,alam jaya cv
108183,Yos Raya Timber; PT,Indonesia,ID,Forestry,,,,0,yos raya timber pt
108311,Wana Rokan Bonai Perkasa; PT,Indonesia,ID,Forestry,,,,0,wana rokan bonai perkasa pt
108312,Anugerah Bumi Sentosa; PT,Indonesia,ID,Forestry,,,,0,anugerah bumi sentosa pt
108314,Bina Daya Laksana; PT,Indonesia,ID,Forestry,,,,0,bina daya laksana pt
108315,Inhil Hutan Pratama; PT,Indonesia,ID,Forestry,,,,0,inhil hutan pratama pt
108323,Bintang Makmur Sentosa Textil Industri; PT,Indonesia,ID,Personal and Household Goods,,,,1,bintang makmur sentosa textil industri pt
108332,Mitrada Selaras; PT (msCOAL),Indonesia,ID,Support Services (Industrial Goods and Services),http://www.mscoal.com,,,0,mitrada selaras pt
108334,Kayu Lapis Asli Murni; PT (Kalamur),Indonesia,ID,Forestry,,,,0,kayu lapis asli murni pt
1083573,Media and Marketing House Company,Jordan,JO,Support Services (Industrial Goods and Services),mediascopedigital.com,,,1,media and marketing house company
108408,Eternal Prowess Enterprise Co Ltd,Vietnam,VN,Chemicals,,,,1,eternal prowess enterprise
108428,Tung Hai Group,Bangladesh,BD,Personal and Household Goods,,,,0,tung hai group
1084608,Boombastis,Indonesia,ID,Telecommunications,kabarboombastis.blogspot.bg,,,1,boombastis
108474,Nassa Fashions Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,nassa fashions ltd
108475,Bay Pacific Enterprise,Bangladesh,BD,Personal and Household Goods,,,,0,bay pacific enterprise
108476,New World Apparel and Accessories,Bangladesh,BD,Personal and Household Goods,http://newworldapparel.com/,,,0,new world apparel and accessories
1084888,BEN Thanh Jewelry Joint Stock Company,Vietnam,VN,Personal and Household Goods,btj.vn,,,1,ben thanh jewelry jsc
108527,Mercantile Bank Ltd,Bangladesh,BD,Banks,http://www.mblbd.com,BD0128MCBNK5,BD0128MCBNK5,0,mercantile bank ltd
108528,SA Oil Refinery Ltd,Bangladesh,BD,Food and Beverage,,,,0,sa oil refinery ltd
108529,SA Group of Industries,Bangladesh,BD,General Industrials | Financial Services,http://www.sagroupbd.com/,,,0,sa group of industries
108536,Vietnam Rubber Group (VRG),Vietnam,VN,Industrial Transportation | Forestry | Financial Services,http://www.vnrubbergroup.com,VN000000GVR1,VN000000GVR1,0,vietnam rubber group
108540,PT Darmex Agro (Darmex Group),Indonesia,ID,Food and Beverage,http://www.darmexagro.com,,,0,darmex agro pt
